Option,Group,GroupName
UV Intensität,733,UV-Intensität
3b UV Intensität,733,UV-Intensität
4A UV Intensität,733,UV-Intensität
UV-A Intensität,733,UV-Intensität
Time GPS,731,Time GPS
2 Time GPS,731,Time GPS
2 Temperatur SHT85Pin-Typ 3,726,Temperatur SHT85Pin-Typ
2 Temperatur SHT85Pin-Typ 4,726,Temperatur SHT85Pin-Typ
2 Temperatur SHT85Pin-Typ 1,726,Temperatur SHT85Pin-Typ
2 Temperatur SHT85Pin-Typ,726,Temperatur SHT85Pin-Typ
2 Temperatur SHT85Pin-Typ 2,726,Temperatur SHT85Pin-Typ
Temperatur SHT85_0,717,Temperatur SHT85
"Temperatur, SHT85_4",717,Temperatur SHT85
Temperatur SHT85_1,717,Temperatur SHT85
Temperatur SHT85_2,717,Temperatur SHT85
Temperatur SHT85_3,717,Temperatur SHT85
"Temperatur, SHT85_5",717,Temperatur SHT85
"Temperatur, SHT85_3",717,Temperatur SHT85
2 Temperatur SHT85,717,Temperatur SHT85
"Temperatur, SHT85_2",717,Temperatur SHT85
Temperatur SCD30,715,Temperatur SCD30
2 Temperatur SCD30,715,Temperatur SCD30
2 Temperatur HDC,713,Temperatur HDC
Temperatur HDC,713,Temperatur HDC
relative Luftfeuchte,710,relative Luftfeuchte BME680
Relative Luftfeuchte,710,relative Luftfeuchte BME680
2 relative Luftfeuchte BME680,710,relative Luftfeuchte BME680
rel. Luftfeuchte HDC,706,rel. Luftfeuchte HDC
2 rel. Luftfeuchte HDC,706,rel. Luftfeuchte HDC
Luftfeuchte HDC,706,rel. Luftfeuchte HDC
rel. Luftfeuchte (HDC),706,rel. Luftfeuchte HDC
2 PM2.5 SPS30,698,PM2.5 SPS30
N - PM2.5 SPS30,698,PM2.5 SPS30
M - PM2.5 SPS30,698,PM2.5 SPS30
PM2.5 (SPS30),698,PM2.5 SPS30
PM2.5 (SDS 011),695,PM2.5 SDS
2 PM2.5 SDS 011,695,PM2.5 SDS
SDS 011: PM2.5,695,PM2.5 SDS
PM2.5 SDS 011,695,PM2.5 SDS
M - PM10 SPS30,691,PM10 SPS30
2 PM10 SPS30,691,PM10 SPS30
PM10 (SPS30),691,PM10 SPS30
N - PM10 SPS30,691,PM10 SPS30
PM10 (SDS 011),688,PM10 SDS
SDS 011: PM10,688,PM10 SDS
PM10 SDS 011,688,PM10 SDS
2 PM10 SDS 011,688,PM10 SDS
2 PM1.0 SPS30,685,PM1.0 SPS30
N - PM1 SPS30,685,PM1.0 SPS30
M - PM1 SPS30,685,PM1.0 SPS30
2 Lufttemperatur,683,Lufttemperatur
Lufttemperatur,683,Lufttemperatur
luftfeuchte,678,Luftfeuchte
2 Luftfeuchte,678,Luftfeuchte
Luftfeuchte,678,Luftfeuchte
2 Latitude GPS,672,Latitude GPS
Latitude (GPS),672,Latitude GPS
2 Feuchtigkeit SHT85Pin-Typ 3,667,Feuchtigkeit SHT85Pin-Typ
2 Feuchtigkeit SHT85Pin-Typ 4,667,Feuchtigkeit SHT85Pin-Typ
2 Feuchtigkeit SHT85Pin-Typ 1,667,Feuchtigkeit SHT85Pin-Typ
2 Feuchtigkeit SHT85Pin-Typ 2,667,Feuchtigkeit SHT85Pin-Typ
2 Feuchtigkeit SHT85Pin-Typ,667,Feuchtigkeit SHT85Pin-Typ
2 Feuchtigkeit SHT31-DIS-B FPCB 3,657,Feuchtigkeit SHT31-DIS-B FPCB
2 Temperatur SHT31-DIS-B FPCB,657,Feuchtigkeit SHT31-DIS-B FPCB
2 Feuchtigkeit SHT31-DIS-B FPCB,657,Feuchtigkeit SHT31-DIS-B FPCB
2 Feuchtigkeit SHT31-DIS-B FPCB 1,657,Feuchtigkeit SHT31-DIS-B FPCB
2 Feuchtigkeit SHT31-DIS-B FPCB 2,657,Feuchtigkeit SHT31-DIS-B FPCB
2 Feuchtigkeit SHT31-DIS-B FPCB 4,657,Feuchtigkeit SHT31-DIS-B FPCB
2 Temperatur SHT31-DIS-B FPCB 4,657,Feuchtigkeit SHT31-DIS-B FPCB
2 Temperatur SHT31-DIS-B FPCB 3,657,Feuchtigkeit SHT31-DIS-B FPCB
2 Temperatur SHT31-DIS-B FPCB 2,657,Feuchtigkeit SHT31-DIS-B FPCB
2 Temperatur SHT31-DIS-B FPCB 1,657,Feuchtigkeit SHT31-DIS-B FPCB
"Feinstaub PM2,5",649,Feinstaub PM2.5 SDS011
"Feinstaub(PM2,5)",649,Feinstaub PM2.5 SDS011
Feinstaub [PM2.5],649,Feinstaub PM2.5 SDS011
Feinstaub: PM2.5,649,Feinstaub PM2.5 SDS011
Feinstaub PM2.5,649,Feinstaub PM2.5 SDS011
"Feinstaub pm2,5",649,Feinstaub PM2.5 SDS011
Feinstaub (PM2.5),649,Feinstaub PM2.5 SDS011
2 Feinstaub PM2.5 SDS011,649,Feinstaub PM2.5 SDS011
Feinstaub PM10,643,Feinstaub PM10  SDS011
2 Feinstaub PM10  SDS011,643,Feinstaub PM10  SDS011
Feinstaub(PM10),643,Feinstaub PM10  SDS011
Feinstaub [PM10],643,Feinstaub PM10  SDS011
Feinstaub (PM10),643,Feinstaub PM10  SDS011
Feinstaub pm10,643,Feinstaub PM10  SDS011
CO2 Konzentration 418793,639,CO2-Konzentration SVM30
2 CO2-Konzentration SVM30,639,CO2-Konzentration SVM30
CO2 Konzentration,639,CO2-Konzentration SVM30
CO2 - Konzentration,639,CO2-Konzentration SVM30
atm. Luftdruck,633,atm. Luftdruck
BME680 atm. Luftdruck B,633,atm. Luftdruck
2 atm. Luftdruck,633,atm. Luftdruck
BME680 atm. Luftdruck A,633,atm. Luftdruck
1B TemperatureSHT85_1,630,1B TemperatureSHT85_1
1B TemperatureSHT85_2,630,1B TemperatureSHT85_1
1B TemperatureSHT85_3,630,1B TemperatureSHT85_1
1B HumiditySHT85_2,627,1B HumiditySHT85_1
1B HumiditySHT85_1,627,1B HumiditySHT85_1
1B HumiditySHT85_3,627,1B HumiditySHT85_1
1B Humidity SHT31,625,1B Humidity BME680
1B Humidity BME680,625,1B Humidity BME680
1A TemperatureSHT85_2,621,1A TemperatureSHT85_1
1A TemperatureSHT85_3,621,1A TemperatureSHT85_1
1A TemperatureSHT85_1,621,1A TemperatureSHT85_1
1A HumiditySHT85_1,618,1A HumiditySHT85_1
1A HumiditySHT85_3,618,1A HumiditySHT85_1
1A HumiditySHT85_2,618,1A HumiditySHT85_1
1A Humidity BME680,616,1A Humidity BME680
1A Humidity SHT31,616,1A Humidity BME680
1A CO2SCD30_02,613,1A CO2SCD30
1A CO2SCD30_03,613,1A CO2SCD30
1A CO2SCD30,613,1A CO2SCD30
18B Niederschlag Davis 4(mm/min),601,18A Niederschlag Davis 1(mm)
18A Niederschlag Davis 1(mm),601,18A Niederschlag Davis 1(mm)
18B Niederschlag Davis 3(mm),601,18A Niederschlag Davis 1(mm)
18A Niederschlag Davis 1(mm/min),601,18A Niederschlag Davis 1(mm)
18B Niederschlag Davis 3(mm/min),601,18A Niederschlag Davis 1(mm)
18B Niederschlag Davis 4(mm),601,18A Niederschlag Davis 1(mm)
18A Niederschlag Davis 2(mm/min),601,18A Niederschlag Davis 1(mm)
18A Niederschlag Davis 2(mm),601,18A Niederschlag Davis 1(mm)
17A Temperature SHT31 flex 1,597,17A Temperature SHT31 flex
17A Temperature SHT31 flex 2,597,17A Temperature SHT31 flex
17A Temperature SHT31 flex 0,597,17A Temperature SHT31 flex
17A Humidity SHT3 flex 0,594,17A Humidity SHT3 flex
17A Humidity SHT3 flex 2,594,17A Humidity SHT3 flex
17A Humidity SHT3 flex 1,594,17A Humidity SHT3 flex
16A Temperature SHT31 flex 2,592,16A Temperature SHT31 flex
16A Temperature SHT31 flex,592,16A Temperature SHT31 flex
16A Humidity SHT31 flex 2,590,16A Humidity SHT31 flex
16A Humidity SHT31 flex,590,16A Humidity SHT31 flex
15 Niederschlag 04,585,Niederschlag
15 Niederschlag 05,585,Niederschlag
15 Niederschlag 01,585,Niederschlag
15 Niederschlag 02,585,Niederschlag
15 Niederschlag 03,585,Niederschlag
14b Temperature SHT31 1,582,14b Temperature SHT31
14b Temperature SHT31 2,582,14b Temperature SHT31
14B Temperature SHT31 flex,582,14b Temperature SHT31
14b Temperature SCD41 1,579,14b Temperature SCD41
14b Temperature SCD41 2,579,14b Temperature SCD41
14B Temperature BME680,577,14B Temperature BME680
14b Temperature BME680,577,14B Temperature BME680
14B Soilmoisture SMT 100 V3,574,14B Soilmoisture SMT 100 V1
14B Soilmoisture SMT 100 V2,574,14B Soilmoisture SMT 100 V1
14B Soilmoisture SMT 100 V1,574,14B Soilmoisture SMT 100 V1
14b Humidity SHT31 1,571,14b Humidity SHT31
14b Humidity SHT31 2,571,14b Humidity SHT31
14B Humidity SHT31 flex,571,14b Humidity SHT31
14b Humidity SCD41 2,568,14b Humidity SCD41
14b Humidity SCD41 1,568,14b Humidity SCD41
14B Humidity BME680,566,14B Humidity BME680
14b Humidity BME680,566,14B Humidity BME680
14b CO2 SCD41 1,562,14b CO2 SCD41
14b CO2 SCD41 2,562,14b CO2 SCD41
14A Bodentemperatur 2,556,14A Bodentemperatur
14A Bodentemperatur 1,556,14A Bodentemperatur
14A Bodentemperatur 4,556,14A Bodentemperatur
14A Bodentemperatur 3,556,14A Bodentemperatur
14A Bodenpermittivität 2,552,14A Bodenpermittivität
14A Bodenpermittivität 1,552,14A Bodenpermittivität
14A Bodenpermittivität 3,552,14A Bodenpermittivität
14A Bodenpermittivität 4,552,14A Bodenpermittivität
14A Bodenfeuchtigkeit 3,548,14A Bodenfeuchtigkeit
14A Bodenfeuchtigkeit 2,548,14A Bodenfeuchtigkeit
14A Bodenfeuchtigkeit 1,548,14A Bodenfeuchtigkeit
14A Bodenfeuchtigkeit 4,548,14A Bodenfeuchtigkeit
14A  Temperature SMT100,546,14A  Temperature SMT100
14A Temperature SMT100,546,14A  Temperature SMT100
14A Soilmoisture SMT100,544,14A  Soilmoisture SMT100
14A  Soilmoisture SMT100,544,14A  Soilmoisture SMT100
14 Temperature SHT31 1,542,Temperature SHT31
14 Temperature SHT31 2,542,Temperature SHT31
14 Temperature SCD41 1,539,Temperature SCD41
14 Temperature SCD41 2,539,Temperature SCD41
14 rel. Luftfeuchte SHT31,535,rel. Luftfeuchte BME680
SWW rel. Luftfeuchte SHT31,535,rel. Luftfeuchte BME680
14 rel. Luftfeuchte BME680,535,rel. Luftfeuchte BME680
"rel. Luftfeuchte, SHT31_1",535,rel. Luftfeuchte BME680
"rel. Luftfeuchte, SHT31_0",535,rel. Luftfeuchte BME680
14 Humidity SHT31 1,533,Humidity SHT31
14 Humidity SHT31 2,533,Humidity SHT31
14 Humidity SCD41 2,530,Humidity SCD41
14 Humidity SCD41 1,530,Humidity SCD41
14 CO2 SCD41 1,526,CO2 SCD41
14 CO2 SCD41 2,526,CO2 SCD41
14 Bodentemperatur 4,522,Bodentemperatur
14 Bodentemperatur 3,522,Bodentemperatur
14 Bodentemperatur 2,522,Bodentemperatur
14 Bodentemperatur 1,522,Bodentemperatur
14 Bodenfeuchte 3,518,Bodenfeuchte
14 Bodenfeuchte 4,518,Bodenfeuchte
14 Bodenfeuchte 1,518,Bodenfeuchte
14 Bodenfeuchte 2,518,Bodenfeuchte
13B Humidity SHT31 flex,512,13B Humidity SHT31
13B Humidity SHT31,512,13B Humidity SHT31
13B Electric Conductivity AtlasScientific,505,13B Electric Conductivity AtlasScientific
Electric Conductivity AtlasScientific,505,13B Electric Conductivity AtlasScientific
13A TVOC SVM30,502,13A TVOC SVM30
TVOC SVM30,502,13A TVOC SVM30
13B TVOC SVM30,502,13A TVOC SVM30
13A Temperature SHT31 flex,500,13A Temperature SHT31
13A Temperature SHT31,500,13A Temperature SHT31
13A Humidity SHT31,496,13A Humidity SHT31
13A Humidity SHT31 flex,496,13A Humidity SHT31
CO2 (SVM30),489,13A CO2 SVM30
CO2 SVM30,489,13A CO2 SVM30
13A CO2 SVM30,489,13A CO2 SVM30
13 Soil Temperature truebner 10cm,486,Soil Temperature truebner 10cm
13 Soil Temperature truebner 2 30cm,486,Soil Temperature truebner 10cm
13 Soil Moisture DFRobot 2.3,478,Soil Moisture DFRobot 1.0
13 Soil Moisture DFRobot 2.2,478,Soil Moisture DFRobot 1.0
13 Soil Moisture DFRobot 2.1,478,Soil Moisture DFRobot 1.0
13 Soil Moisture DFRobot 2.0,478,Soil Moisture DFRobot 1.0
13 Soil Moisture DFRobot 1.3,478,Soil Moisture DFRobot 1.0
13 Soil Moisture DFRobot 1.2,478,Soil Moisture DFRobot 1.0
13 Soil Moisture DFRobot 1.1,478,Soil Moisture DFRobot 1.0
13 Soil Moisture DFRobot 1.0,478,Soil Moisture DFRobot 1.0
Phenomenon: 13 Soil Humidity truebner 30cm,476,Soil Humidity truebner 10cm
Phenomenon: 13 Soil Humidity truebner 10cm,476,Soil Humidity truebner 10cm
13 Soil Humidity truebner 10cm,476,Soil Humidity truebner 10cm
12_Surface Temp.,469,12_Surface Temp.
12_Surface Temp. 2,469,12_Surface Temp.
12_soil Moisture,467,12_soil Moisture
12_Soil Moisture 2,467,12_soil Moisture
12 Temperature SHT85 a,463,Temperature SHT85 a
12 Temperature SHT85 b,463,Temperature SHT85 a
12 Temperature SHT85 d,463,Temperature SHT85 a
12 Temperature SHT85 c,463,Temperature SHT85 a
12 Humidity SHT85 c,459,Humidity SHT85 a
12 Humidity SHT85 b,459,Humidity SHT85 a
12 Humidity SHT85 d,459,Humidity SHT85 a
12 Humidity SHT85 a,459,Humidity SHT85 a
11B Humidity SHT31 flex,454,11B Humidity SHT31
11B Humidity SHT31,454,11B Humidity SHT31
11B  Temperature SHT31,447,11B  Temperature SHT31
11B Temperature SHT31 flex,447,11B  Temperature SHT31
3b UV Index,442,11A UV Index
11A UV Index,442,11A UV Index
UV-index,442,11A UV Index
UV Index,442,11A UV Index
UV-Index,442,11A UV Index
3A UV Index,442,11A UV Index
UV index,442,11A UV Index
11 Temperature SHTC1,435,Temperature SHTC1
Temperature SHTC1,435,Temperature SHTC1
11 Temperature SHT85_2,431,Temperature SHT85_1
11 Temperature SHT85_3,431,Temperature SHT85_1
11 Temperature SHT85_4,431,Temperature SHT85_1
11 Temperature SHT85_1,431,Temperature SHT85_1
Temperature SFA30,429,Temperature SFA30
11B Temperature SFA30,429,Temperature SFA30
13B Temperature SFA30,429,Temperature SFA30
13A Temperature SFA30,429,Temperature SFA30
14 Temperature SFA30,429,Temperature SFA30
14b Temperature SFA30,429,Temperature SFA30
11 Temperature SFA30,429,Temperature SFA30
Temperature SCD41,427,Temperature SCD41
11 Temperature SCD41,427,Temperature SCD41
13B Temperature SCD41,427,Temperature SCD41
11B Temperature SCD41,427,Temperature SCD41
13A Temperature SCD41,427,Temperature SCD41
11 Temperatur SHT85 3,423,Temperatur SHT85
11 Temperatur SHT85 4,423,Temperatur SHT85
11 Temperatur SHT85 2,423,Temperatur SHT85
11 Temperatur SHT85 1,423,Temperatur SHT85
Temperatur (HDC1080),420,Temperatur HDC1080
11 Temperatur HDC1080,420,Temperatur HDC1080
Temperatur HDC1080,420,Temperatur HDC1080
"rel. Luftfeuchte, SHT85_5",411,rel. Luftfeuchte SHT85
11 rel. Luftfeuchte SHT85 3,411,rel. Luftfeuchte SHT85
2 Luftfeuchte SHT85,411,rel. Luftfeuchte SHT85
11 rel. Luftfeuchte SHT85 4,411,rel. Luftfeuchte SHT85
11 rel. Luftfeuchte SHT85 1,411,rel. Luftfeuchte SHT85
"rel. Luftfeuchte, SHT85_2",411,rel. Luftfeuchte SHT85
"rel. Luftfeuchte, SHT85_3",411,rel. Luftfeuchte SHT85
"rel. Luftfeuchte, SHT85_4",411,rel. Luftfeuchte SHT85
rel. Luftfeuchte (SHT85),411,rel. Luftfeuchte SHT85
11 rel. Luftfeuchte SHT85 2,411,rel. Luftfeuchte SHT85
rel. Luftfeuchte (HDC1080),409,rel. Luftfeuchte HDC1080
11 rel. Luftfeuchte HDC1080,409,rel. Luftfeuchte HDC1080
Humidity SHTC1,407,Humidity SHTC1
11 Humidity SHTC1,407,Humidity SHTC1
11 Humidity SHT85_2,403,Humidity SHT85_1
11 Humidity SHT85_1,403,Humidity SHT85_1
11 Humidity SHT85_4,403,Humidity SHT85_1
11 Humidity SHT85_3,403,Humidity SHT85_1
13B Humidity SFA30,401,Humidity SFA30
14 Humidity SFA30,401,Humidity SFA30
Humidity SFA30,401,Humidity SFA30
11 Humidity SFA30,401,Humidity SFA30
14b Humidity SFA30,401,Humidity SFA30
11B Humidity SFA30,401,Humidity SFA30
Humidity SCD41,399,Humidity SCD41
13A Humidity SCD41,399,Humidity SCD41
13B Humidity SCD41,399,Humidity SCD41
11 Humidity SCD41,399,Humidity SCD41
11B Humidity SCD41,399,Humidity SCD41
13A HCHO SFA30,397,HCHO SFA30
14 HCHO SFA30,397,HCHO SFA30
13B HCHO SFA30,397,HCHO SFA30
14b HCHO SFA30,397,HCHO SFA30
HCHO SFA30,397,HCHO SFA30
11 HCHO SFA30,397,HCHO SFA30
Formaldehyd (HCHO) SFA30,397,HCHO SFA30
11B HCHO SFA30,397,HCHO SFA30
Temperature PT1000,390,10A Temperature PT1000
10A Temperature PT1000,390,10A Temperature PT1000
8B Temperature PT1000,390,10A Temperature PT1000
11A Temperature PT1000,390,10A Temperature PT1000
12A Temperature PT1000,390,10A Temperature PT1000
12A pH AtlasScientific,388,10A pH AtlasScientific
8B pH AtlasScientific,388,10A pH AtlasScientific
pH AtlasScientific,388,10A pH AtlasScientific
11A pH AtlasScientific,388,10A pH AtlasScientific
13B pH AtlasScientific,388,10A pH AtlasScientific
10A pH AtlasScientific,388,10A pH AtlasScientific
8B Dexolved Oxygen AtlasScientific,385,10A Dexolved Oxygen AtlasScientific
11A Dexolved Oxygen AtlasScientific,385,10A Dexolved Oxygen AtlasScientific
Dexolved Oxygen AtlasScientific,385,10A Dexolved Oxygen AtlasScientific
12A Dexolved Oxygen AtlasScientific,385,10A Dexolved Oxygen AtlasScientific
10A Dexolved Oxygen AtlasScientific,385,10A Dexolved Oxygen AtlasScientific
10 Temperature SHT85 4,381,Temperature SHT85
10 Temperature SHT85 3,381,Temperature SHT85
10 Temperature SHT85 2,381,Temperature SHT85
10 Temperature SHT85 1,381,Temperature SHT85
10 Humidity SHT85 3,377,Humidity SHT85
10 Humidity SHT85 2,377,Humidity SHT85
10 Humidity SHT85 1,377,Humidity SHT85
10 Humidity SHT85 4,377,Humidity SHT85
1 Winds Speed Davis,375,Winds Speed Davis
7 Winds Speed Davis,375,Winds Speed Davis
6 Wind Direction,364,Wind Direction Davis
WIND DIRECTION,364,Wind Direction Davis
5A Wind direction Davis,364,Wind Direction Davis
Wind direction,364,Wind Direction Davis
Wind Direction,364,Wind Direction Davis
3A Wind Direction Davis,364,Wind Direction Davis
Wind Direction Davis,364,Wind Direction Davis
21 Wind Direction Davis,364,Wind Direction Davis
1 Wind Direction Davis,364,Wind Direction Davis
7 Wind Direction Davis,364,Wind Direction Davis
wind direction,364,Wind Direction Davis
13A Temperature SVM30,354,Temperature SVM30
14b Temperature SVM30,354,Temperature SVM30
11B Temperature SVM30,354,Temperature SVM30
14 Temperature SVM30,354,Temperature SVM30
13B Temperature SVM30,354,Temperature SVM30
1 Temperature SVM30,354,Temperature SVM30
6 Temperature SHT85.2,331,Temperature SHT85
6 Temperature SHT85.6,331,Temperature SHT85
6 Temperature SHT85 1,331,Temperature SHT85
7 Temperature SHT85 5,331,Temperature SHT85
7 Temperature SHT85 4,331,Temperature SHT85
7 Temperature SHT85 3,331,Temperature SHT85
3 Temperature SHT85,331,Temperature SHT85
1 Temperature SHT85,331,Temperature SHT85
7 Temperature SHT85 2,331,Temperature SHT85
7 Temperature SHT85 1,331,Temperature SHT85
Temperature (SHT85),331,Temperature SHT85
6 Temperature SHT85.1,331,Temperature SHT85
2 Temperature SHT85,331,Temperature SHT85
6 Temperature SHT85 4,331,Temperature SHT85
6 Temperature SHT85 3,331,Temperature SHT85
6 Temperature SHT85 5,331,Temperature SHT85
6 Temperature SHT85.4,331,Temperature SHT85
6 Temperature SHT85.3,331,Temperature SHT85
Temperature SHT85,331,Temperature SHT85
6 Temperature SHT85 6,331,Temperature SHT85
7 Temperature SHT85 6,331,Temperature SHT85
6 Temperature SHT85.5,331,Temperature SHT85
6 Temperature SHT85 2,331,Temperature SHT85
3 Temperature SCD30,323,Temperature SCD30_0
Temperature SCD30,323,Temperature SCD30_0
1 Temperature SCD30_1,323,Temperature SCD30_0
14b Temperature SCD30,323,Temperature SCD30_0
1 Temperature SCD30_0,323,Temperature SCD30_0
11B Temperature SCD30,323,Temperature SCD30_0
4 A Temperature SCD30,323,Temperature SCD30_0
4 B Temperature SCD30,323,Temperature SCD30_0
11B Humidity SVM30,303,Humidity SVM30
1 Humidity SVM30,303,Humidity SVM30
14b Humidity SVM30,303,Humidity SVM30
13B Humidity SVM30,303,Humidity SVM30
14 Humidity SVM30,303,Humidity SVM30
Humidity SHT85_0,277,Humidity SHT85
Humidity SHT85_1,277,Humidity SHT85
Humidity SHT85_2,277,Humidity SHT85
1 Humidity SHT85,277,Humidity SHT85
Humidity SHT85_3,277,Humidity SHT85
Humidity SHT85,277,Humidity SHT85
6 Humidity SHT85.5,277,Humidity SHT85
6 Humidity SHT85.4,277,Humidity SHT85
3 Humidity SHT85,277,Humidity SHT85
6 Humidity SHT85 2,277,Humidity SHT85
6 Humidity SHT85 3,277,Humidity SHT85
6 Humidity SHT85 4,277,Humidity SHT85
6 Humidity SHT85 5,277,Humidity SHT85
6 Humidity SHT85 6,277,Humidity SHT85
6 Humidity SHT85.1,277,Humidity SHT85
6 Humidity SHT85.2,277,Humidity SHT85
6 Humidity SHT85.3,277,Humidity SHT85
6 Humidity SHT85 1,277,Humidity SHT85
6 Humidity SHT85.6,277,Humidity SHT85
7 Humidity SHT85  1,277,Humidity SHT85
7 Humidity SHT85 2,277,Humidity SHT85
7 Humidity SHT85 3,277,Humidity SHT85
7 Humidity SHT85 4,277,Humidity SHT85
7 Humidity SHT85 5,277,Humidity SHT85
7 Humidity SHT85 6,277,Humidity SHT85
2 Humidity SHT85,277,Humidity SHT85
1 Humidity SCD30_0,269,Humidity SCD30_0
11B Humidity SCD30,269,Humidity SCD30_0
14b Humidity SCD30,269,Humidity SCD30_0
1 Humidity SCD30_1,269,Humidity SCD30_0
4 A Humidity SCD30,269,Humidity SCD30_0
Humidity SCD30,269,Humidity SCD30_0
4 B Humidity SCD30,269,Humidity SCD30_0
3 Humidity SCD30,269,Humidity SCD30_0
VOC(SVM30),264,VOC SVM30
11B VOC,264,VOC SVM30
11B VOC SVM30,264,VOC SVM30
14 VOC SVM30,264,VOC SVM30
09 VOC SVM30,264,VOC SVM30
1 VOC SVM30,264,VOC SVM30
14b VOC SVM30,264,VOC SVM30
VOC SVM30,264,VOC SVM30
2 VOC SVM30,264,VOC SVM30
Typical Particle Size SPS30,255,Typical Particle Size SPS30
14 Typical Particle Size SPS30,255,Typical Particle Size SPS30
11B Typical Particle Size SPS30,255,Typical Particle Size SPS30
Feinstaub (typical particle size),255,Typical Particle Size SPS30
14b Typical Particle Size SPS30,255,Typical Particle Size SPS30
13B Typical Particle Size SPS30,255,Typical Particle Size SPS30
13A Typical Particle Size SPS30,255,Typical Particle Size SPS30
09 Typical Particle Size SPS30,255,Typical Particle Size SPS30
3 Typical Particle Size SPS30,255,Typical Particle Size SPS30
1 Typical Particle Size SPS30,255,Typical Particle Size SPS30
13A Particulate Matter PM2.5 SPS30,247,Particulate Matter PM2.5 SDS011
13B Particulate Matter PM2.5 SPS30,247,Particulate Matter PM2.5 SDS011
14b Particulate Matter PM2.5 SPS30,247,Particulate Matter PM2.5 SDS011
3 Particulate Matter PM2.5 SDS011,247,Particulate Matter PM2.5 SDS011
11B Particulate Matter PM2.5 SDS011,247,Particulate Matter PM2.5 SDS011
11B Particulate Matter PM2.5 SPS30,247,Particulate Matter PM2.5 SDS011
13B Particulate Matter PM2.5 SDS011,247,Particulate Matter PM2.5 SDS011
3 Particulate Matter PM2.5 SPS30,247,Particulate Matter PM2.5 SDS011
09 Particulate Matter PM2.5 SDS011,247,Particulate Matter PM2.5 SDS011
1 Particulate Matter PM2.5 SPS30,247,Particulate Matter PM2.5 SDS011
1 Particulate Matter PM2.5 SDS011,247,Particulate Matter PM2.5 SDS011
Particulate Matter PM2.5 SDS011,247,Particulate Matter PM2.5 SDS011
Particulate Matter PM2.5 SPS30,247,Particulate Matter PM2.5 SDS011
09 Particulate Matter PM2.5 SPS30,247,Particulate Matter PM2.5 SDS011
14 Particulate Matter PM2.5 SPS30,247,Particulate Matter PM2.5 SDS011
09 Particulate Matter PM10 SDS011,239,Particulate Matter PM10 SDS011
Particulate Matter PM10 SPS30,239,Particulate Matter PM10 SDS011
13A Particulate Matter PM10 SPS30,239,Particulate Matter PM10 SDS011
13B Particulate Matter PM10 SDS011,239,Particulate Matter PM10 SDS011
13B Particulate Matter PM10 SPS30,239,Particulate Matter PM10 SDS011
14b Particulate Matter PM10 SPS30,239,Particulate Matter PM10 SDS011
09 Particulate Matter PM10 SPS30,239,Particulate Matter PM10 SDS011
14 Particulate Matter PM10 SDS011,239,Particulate Matter PM10 SDS011
1 Particulate Matter PM10 SPS30,239,Particulate Matter PM10 SDS011
11B Particulate Matter PM10 SPS30,239,Particulate Matter PM10 SDS011
3 Particulate Matter PM10 SDS011,239,Particulate Matter PM10 SDS011
3 Particulate Matter PM10 SPS30,239,Particulate Matter PM10 SDS011
1 Particulate Matter PM10 SDS011,239,Particulate Matter PM10 SDS011
14 Particulate Matter PM10 SPS30,239,Particulate Matter PM10 SDS011
Particulate Matter PM10 SDS011,239,Particulate Matter PM10 SDS011
11B Particulate Matter PM10 SDS011,239,Particulate Matter PM10 SDS011
13B H2 SVM30,237,H2 SVM30
H2 SVM30,237,H2 SVM30
09 H2 SVM30,237,H2 SVM30
13A H2 SVM30,237,H2 SVM30
09 Ethanol SVM30,235,Ethanol SVM30
13A Ethanol SVM30,235,Ethanol SVM30
13B Ethanol SVM30,235,Ethanol SVM30
Ethanol SVM30,235,Ethanol SVM30
CO2eq SVM30,232,CO2eq SVM30
11B CO2eq SVM30,232,CO2eq SVM30
09 CO2eq SVM30,232,CO2eq SVM30
2 CO2eq SVM30,232,CO2eq SVM30
14 CO2eq SVM30,232,CO2eq SVM30
14b CO2eq SVM30,232,CO2eq SVM30
2 PM0.5 SPS30,230,"PM0.5, SPS30"
"08 PM0.5, SPS30",230,"PM0.5, SPS30"
"Lufttemperatur, SHT31",228,"Lufttemperatur, SHT31"
"08 Lufttemperatur, SHT31",228,"Lufttemperatur, SHT31"
2 Luftfeuchte SVM30,226,"Luftfeuchte, SVM30"
"08 Luftfeuchte, SVM30",226,"Luftfeuchte, SVM30"
rel. Luftfeuchte SCD30,224,"Luftfeuchte, SCD30"
2 Luftfeuchte SCD30,224,"Luftfeuchte, SCD30"
"08 Luftfeuchte, SCD30",224,"Luftfeuchte, SCD30"
07_Temperature_SHT85_Height_1,221,07_Temperature_SHT85_Height_1
07_Temperature_SHT85_Height_2,221,07_Temperature_SHT85_Height_1
07_Humidity_SHT85_Height_1,219,07_Humidity_SHT85_Height_1
07_Humidity_SHT85_Height_2,219,07_Humidity_SHT85_Height_1
06 Temperatur,217,Temperatur
06 Temperatur_B,217,Temperatur
Particulate matter PM2.5,213,Particulate Matter PM10
Particulate matter PM10,213,Particulate Matter PM10
06 Particulate Matter PM10,213,Particulate Matter PM10
06 Particulate Matter PM2.5,213,Particulate Matter PM10
06 Humidity_B,211,Humidity
06 Humidity,211,Humidity
"UV-Intensität, VEML6070",208,UV-Intensität VEML6070
03 UV-Intensität VEML6070,208,UV-Intensität VEML6070
